,rental_id,rent,Unit Price ($/ft2),Discount Rate (γ),Balanced Price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,NEW NEIGHBOR,borough,
2166,8258,1600,2.909,0.7819792921,3.720163614,0.5,1,550,5,1,11,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962953
2221,7004,2000,3.165,0.7749206845,4.083717244,1,1,632,5,1,58,1,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962954
2267,10969,2795,2.795,0.8618439948,3.243046325,2,1,1000,6,3,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962955
2274,8010,1790,3.255,0.7819792921,4.161933043,0.5,1,550,7,3,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962956
2346,5044,3900,3.700,0.9466046632,3.908907168,2,2,1054,1,12,11,0,1,0,1,1,0,0,1,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962957
2380,4159,3795,3.419,0.9660789048,3.538964469,3,2,1110,4,5,13,1,0,0,0,0,1,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962958
2421,8079,2590,3.453,0.9466046632,3.648126264,2,2,750,3,4,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962959
2425,1360,4100,3.369,0.9466046632,3.558972555,2,2,1217,2,5,113,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962960
2514,4099,3500,3.684,0.7749206845,4.754306602,1,1,950,3,4,136,1,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962961
2540,4219,1775,3.227,0.7749206845,4.164649095,1,1,550,8,4,96,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962962
2639,1017,4600,3.067,0.9833575907,3.118567138,4,2,1500,3,2,106,0,1,0,1,1,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962963
2731,3447,2100,3.818,0.7819792921,4.882714743,0.5,1,550,3,3,116,0,0,1,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962964
2800,180,2750,2.225,0.7749206845,2.871157189,1,1,1236,4,1,6,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962965
2877,10150,3595,3.366,0.9466046632,3.555977484,2,2,1068,3,8,12,1,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962966
2904,6117,2245,3.742,0.7819792921,4.78486669,0.5,1,600,7,11,9,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962967
2951,1961,3000,3.356,0.7749206845,4.330384728,1,1,894,7,11,9,0,0,0,0,0,0,1,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962968
2992,4095,6995,5.530,0.9660789048,5.723801898,3,2,1265,1,19,4,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962969
3139,3564,1425,4.071,0.7819792921,5.206568272,0.5,1,350,4,2,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962970
3185,11112,5200,1.926,0.9833575907,1.958520425,4,2,2700,1,1,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962971
3191,8107,2295,3.425,0.7749206845,4.420288686,1,1,670,2,3,11,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962972
3370,5160,2392,3.194,0.8618439948,3.705533107,2,1,749,6,3,57,1,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962973
3392,5574,1750,2.917,0.7749206845,3.76382606,1,1,600,5,1,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962974
3402,2018,2300,2.953,0.7819792921,3.775679534,0.5,1,779,2,3,113,0,0,0,1,1,1,0,1,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962975
3433,4371,1950,6.000,0.7819792921,7.672837453,0.5,1,325,1,4,106,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962976
3435,7683,3950,3.723,0.9466046632,3.932901523,2,2,1061,3,3,10,0,1,1,1,1,1,0,1,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962977
3438,7937,1850,4.744,0.7749206845,6.121387438,1,1,390,3,3,107,0,0,0,0,0,0,0,0,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962978
3457,7354,4200,3.652,0.9466046632,3.858182888,2,2,1150,2,4,11,0,0,0,1,1,0,0,1,Central Harlem,Upper Manhattan,Manhattan,40.816357，-73.962979
39,4733,5800,4.833,0.9466046632,5.105968226,2,2,1200,2,6,75,0,0,0,0,1,1,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97304"
140,3037,7900,6.810,0.9466046632,7.194497442,2,2,1160,2,9,75,1,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97305"
411,3502,9700,4.850,0.9906875344,4.895590013,4,3,2000,2,10,75,1,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97306"
464,4680,10000,5.408,0.9466046632,5.713397616,2,2,1849,2,4,89,0,0,0,0,1,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97307"
475,9728,2650,4.845,0.7819792921,6.195313605,0.5,1,547,2,2,86,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97308"
577,11,6995,8.744,0.7749206845,11.28341284,1,1,800,2,30,86,0,0,0,1,1,0,0,1,Central Park South,Midtown,Manhattan,"40.76429, -73.97309"
656,179,9000,7.550,0.9466046632,7.976229004,2,2,1192,2,11,86,0,0,0,0,1,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97310"
1055,7232,10500,7.192,0.9466046632,7.59744918,2,2,1460,2,9,75,0,1,0,1,1,1,0,1,Central Park South,Midtown,Manhattan,"40.76429, -73.97311"
1084,6468,4000,8.000,0.7819792921,10.23044994,0.5,1,500,1,8,76,0,0,1,0,0,1,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97312"
1236,2738,4450,6.682,0.7819792921,8.544576243,0.5,1,666,2,2,89,0,0,0,1,1,1,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97313"
1548,6503,4500,6.891,0.7749206845,8.892872773,1,1,653,2,9,86,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97314"
1658,9027,2950,4.917,0.7749206845,6.344735358,1,1,600,2,6,98,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97315"
1743,9238,2600,6.436,0.7819792921,8.229941163,0.5,1,404,2,20,86,0,0,1,1,1,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97316"
1998,259,5950,4.798,0.9466046632,5.06905077,2,2,1240,2,8,75,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97317"
2072,22,10000,7.692,1,7.692307692,1,2,1300,2,18,86,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97318"
2139,347,5495,6.701,0.7749206845,8.647619874,1,1,820,1,23,76,1,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97319"
2468,362,16000,10.323,0.9551030284,10.80781899,2.5,2,1550,2,19,86,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97320"
2760,3038,10500,6.462,0.9466046632,6.826015878,2,2,1625,2,6,75,1,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97321"
2860,1414,6900,7.041,0.7749206845,9.085854162,1,1,980,2,12,75,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97322"
2866,1182,8995,5.622,0.9466046632,5.938989336,2,2,1600,3,9,91,0,0,0,0,0,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97323"
2964,2123,7800,4.333,0.9466046632,4.577764617,2,2,1800,2,11,75,0,0,0,1,1,0,0,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97324"
3238,5482,15000,7.500,0.985779237,7.608194328,3,3,2000,2,12,53,0,0,0,1,0,1,1,0,Central Park South,Midtown,Manhattan,"40.76429, -73.97325"
3323,3700,4975,4.784,0.8618439948,5.55048695,2,1,1040,2,26,86,1,1,1,1,1,0,0,1,Central Park South,Midtown,Manhattan,"40.76429, -73.97326"
45,10716,8200,5.730,0.9466046632,6.053486511,2,2,1431,9,8,7,0,0,0,0,0,0,1,0,Chelsea,Downtown,Manhattan,
96,6080,4490,7.242,0.7749206845,9.345389314,1,1,620,4,29,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
136,5128,5000,7.072,0.7749206845,9.126270503,1,1,707,2,5,8,0,1,0,1,1,1,0,0,Chelsea,Downtown,Manhattan,
147,10058,5700,4.847,0.9466046632,5.120341114,2,2,1176,12,2,7,0,1,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
157,4725,16500,8.707,0.9466046632,9.198268664,2,2,1895,9,4,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
163,750,5850,7.779,0.7749206845,10.03877619,1,1,752,3,33,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
165,2660,3275,6.823,0.7819792921,8.725188424,0.5,1,480,4,9,86,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
169,10368,3920,5.460,0.7749206845,7.045379143,1,1,718,4,4,16,1,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
174,4630,4365,7.052,0.7819792921,9.017753227,0.5,1,619,3,37,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
187,10528,4200,7.925,0.7819792921,10.13393626,0.5,1,530,1,17,90,0,0,0,0,1,0,0,0,Chelsea,Downtown,Manhattan,
191,2069,3950,5.267,0.7749206845,6.796394485,1,1,750,2,2,106,0,0,1,1,1,0,0,0,Chelsea,Downtown,Manhattan,
203,4626,4990,7.760,0.7749206845,10.01457029,1,1,643,3,32,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
204,7027,7795,6.157,0.9660789048,6.373380024,3,2,1266,1,5,43,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
225,5799,6400,4.923,0.9660789048,5.095936676,3,2,1300,11,4,17,1,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
246,5653,4475,7.676,0.7819792921,9.815879818,0.5,1,583,8,12,10,0,0,0,1,1,0,1,1,Chelsea,Downtown,Manhattan,
312,7215,4000,7.207,0.7749206845,9.300574047,1,1,555,2,4,8,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
344,2572,4080,7.286,0.7749206845,9.401883872,1,1,560,1,2,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
375,4987,2800,5.091,0.7819792921,6.510286324,0.5,1,550,1,3,58,0,0,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
414,101,5000,7.143,0.7749206845,9.217533208,1,1,700,3,7,16,0,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
418,9217,4035,8.235,0.7819792921,10.53057793,0.5,1,490,3,41,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
440,5684,3946,7.214,0.7749206845,9.309203008,1,1,547,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
510,10340,4610,7.658,0.7749206845,9.882053044,1,1,602,3,8,16,1,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
535,3074,5950,8.128,0.7749206845,10.48935131,1,1,732,8,16,10,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
586,2697,3410,4.012,0.7749206845,5.177000416,1,1,850,3,6,66,0,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
611,3893,4565,7.111,0.7749206845,9.175896376,1,1,642,7,6,5,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
623,4631,5940,8.378,0.7749206845,10.81142541,1,1,709,3,30,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
630,8720,3876,7.327,0.7749206845,9.455202684,1,1,529,1,8,29,1,1,0,1,1,1,0,1,Chelsea,Downtown,Manhattan,
642,10655,8000,7.707,0.9466046632,8.141866815,2,2,1038,8,16,10,1,0,0,0,1,0,0,1,Chelsea,Downtown,Manhattan,
665,5592,2800,4.179,0.7749206845,5.392944802,1,1,670,3,3,106,0,0,1,0,1,1,0,1,Chelsea,Downtown,Manhattan,
674,519,15000,6.522,0.985779237,6.615821155,3,3,2300,2,12,15,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
675,1795,7500,5.929,0.9466046632,6.263283909,2,2,1265,3,5,10,0,0,0,0,1,0,0,0,Chelsea,Downtown,Manhattan,
695,10505,3530,6.660,0.7819792921,8.517332142,0.5,1,530,4,31,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
708,5544,6776,8.386,0.9466046632,8.859177373,2,2,808,3,3,16,1,1,1,1,1,1,1,1,Chelsea,Downtown,Manhattan,
718,1004,4700,6.648,0.7749206845,8.578694273,1,1,707,2,3,8,0,0,0,0,0,1,0,0,Chelsea,Downtown,Manhattan,
724,295,6350,6.262,1,6.262327416,1,2,1014,3,3,8,0,1,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
732,3457,6500,4.333,0.9466046632,4.577764617,2,2,1500,1,13,90,0,1,1,1,1,0,1,1,Chelsea,Downtown,Manhattan,
783,4161,3850,6.364,0.7819792921,8.137857905,0.5,1,605,2,6,10,0,0,0,0,0,1,1,0,Chelsea,Downtown,Manhattan,
793,1371,8950,6.177,0.9466046632,6.525082548,2,2,1449,2,13,10,0,0,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
849,7606,3795,6.577,0.7819792921,8.410866013,0.5,1,577,4,21,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
929,3073,5500,5.500,0.7749206845,7.09750057,1,1,1000,2,4,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
955,10494,5300,5.521,0.7749206845,7.124385042,1,1,960,2,7,106,0,0,0,1,0,0,1,0,Chelsea,Downtown,Manhattan,
986,710,8500,5.826,0.9466046632,6.154531435,2,2,1459,3,4,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1041,11335,5890,7.832,0.7749206845,10.1074174,1,1,752,3,28,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1050,10438,3543,6.774,0.7819792921,8.663117622,0.5,1,523,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1052,10497,4200,7.407,0.7819792921,9.472638831,0.5,1,567,12,6,7,0,0,1,1,1,0,1,1,Chelsea,Downtown,Manhattan,
1068,6565,9850,4.690,0.985779237,4.75814058,3,3,2100,2,17,87,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1086,2287,6000,6.237,0.7749206845,8.048573695,1,1,962,2,9,10,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1095,2162,12999,6.532,0.9466046632,6.900621831,2,2,1990,13,4,9,0,0,0,0,0,1,0,0,Chelsea,Downtown,Manhattan,
1123,8161,2550,6.235,0.7819792921,7.972997354,0.5,1,409,5,2,66,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1126,10290,5200,6.500,0.7749206845,8.387955219,1,1,800,2,6,10,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1134,925,10500,5.630,0.9660789048,5.827709084,3,2,1865,1,4,96,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1140,8364,4363,7.037,0.7749206845,9.081054248,1,1,620,1,2,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1153,7847,3140,5.981,0.7819792921,7.648479239,0.5,1,525,4,8,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1154,8675,15000,6.383,0.9551030284,6.683026368,2.5,2,2350,3,4,89,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1155,2648,3710,6.430,0.7819792921,8.222480344,0.5,1,577,4,20,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1166,9095,9000,5.917,0.7749206845,7.635826326,1,1,1521,9,4,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1172,6915,4500,6.294,0.7749206845,8.121742547,1,1,715,4,9,16,1,0,0,1,1,0,1,1,Chelsea,Downtown,Manhattan,
1187,2867,14900,7.112,0.985779237,7.214771392,3,3,2095,13,5,9,0,0,0,0,0,1,0,0,Chelsea,Downtown,Manhattan,
1198,6658,4480,6.978,0.7749206845,9.005041788,1,1,642,7,2,5,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1239,5546,4637,7.325,0.7749206845,9.453140929,1,1,633,3,3,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1254,3552,5500,5.000,1,5,1,2,1100,2,5,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1278,2855,9075,5.042,0.9466046632,5.326053064,2,2,1800,3,6,116,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1319,1458,5395,7.222,0.7749206845,9.319950243,1,1,747,3,27,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1336,375,4935,7.204,0.7749206845,9.2969251,1,1,685,7,2,5,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1349,8840,5875,7.897,0.7749206845,10.19008207,1,1,744,3,52,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1365,5514,3940,8.041,0.7819792921,10.28264611,0.5,1,490,3,39,6,1,0,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
1375,1205,5400,6.810,0.7749206845,8.787459149,1,1,793,2,10,10,0,0,0,1,0,0,0,0,Chelsea,Downtown,Manhattan,
1382,2641,5000,5.263,1,5.263157895,1,2,950,7,6,84,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1409,9024,6245,5.782,0.9466046632,6.10857693,2,2,1080,3,29,13,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1452,8701,3950,5.643,0.7749206845,7.281851234,1,1,700,1,4,43,0,1,0,1,1,1,0,1,Chelsea,Downtown,Manhattan,
1488,8125,2950,5.203,0.7819792921,6.653401084,0.5,1,567,12,5,7,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1559,3209,14950,10.477,0.9466046632,11.06747577,2,2,1427,3,7,56,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1593,7930,6403,5.687,0.9466046632,6.007260591,2,2,1126,1,5,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1602,2875,12500,7.813,0.9466046632,8.2531814,2,2,1600,3,9,10,0,0,0,0,1,0,0,0,Chelsea,Downtown,Manhattan,
1623,1287,3900,5.098,0.7749206845,6.578788407,1,1,765,12,2,7,0,0,0,1,1,0,0,0,Chelsea,Downtown,Manhattan,
1652,2055,3395,6.406,0.7819792921,8.191598476,0.5,1,530,4,22,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1678,2321,11500,7.728,0.9466046632,8.164437514,2,2,1488,1,7,90,0,0,0,1,1,1,0,1,Chelsea,Downtown,Manhattan,
1679,4080,10000,5.811,1,5.810575247,2,3,1721,1,3,90,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1696,1083,4510,7.036,0.7749206845,9.079485909,1,1,641,4,27,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1724,6060,9500,7.280,0.9466046632,7.690320753,2,2,1305,8,11,10,0,0,1,0,0,1,0,0,Chelsea,Downtown,Manhattan,
1791,9666,4800,5.804,0.8618439948,6.734526528,2,1,827,4,1,78,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1846,201,3900,6.783,0.7749206845,8.752648924,1,1,575,3,14,27,0,0,0,1,1,0,0,0,Chelsea,Downtown,Manhattan,
1900,9158,3700,5.286,0.7749206845,6.820974574,1,1,700,4,9,31,0,0,1,1,1,0,0,1,Chelsea,Downtown,Manhattan,
1924,10130,6300,6.351,1,6.350806452,1,2,992,2,9,10,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1930,3554,9000,5.703,0.9466046632,6.025136232,2,2,1578,6,5,104,0,1,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
1972,2465,4405,7.517,0.7749206845,9.700431279,1,1,586,3,3,16,1,0,0,0,1,0,0,0,Chelsea,Downtown,Manhattan,
1974,4229,3345,4.460,0.8618439948,5.174950487,2,1,750,8,5,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1990,5591,3500,5.224,0.7749206845,6.741181003,1,1,670,3,2,106,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
1996,1354,9500,7.280,0.9466046632,7.690320753,2,2,1305,8,10,10,1,0,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
2004,2573,4135,6.294,0.7749206845,8.121811224,1,1,657,1,12,29,1,0,0,1,1,1,0,0,Chelsea,Downtown,Manhattan,
2008,59,7145,5.409,1,5.408781226,1,2,1321,3,5,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2017,11304,3000,5.660,0.7819792921,7.238525899,0.5,1,530,1,7,90,0,1,0,1,1,0,1,0,Chelsea,Downtown,Manhattan,
2025,8625,5675,7.971,0.7749206845,10.28557603,1,1,712,8,11,10,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2028,3513,8000,8.230,0.9466046632,8.694709624,2,2,972,3,3,8,0,0,0,1,1,0,0,0,Chelsea,Downtown,Manhattan,
2034,1993,10500,8.550,0.9466046632,9.032797885,2,2,1228,3,4,56,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2057,2429,5600,7.062,0.7749206845,9.112920599,1,1,793,2,21,10,0,0,1,0,1,0,0,0,Chelsea,Downtown,Manhattan,
2070,2748,6200,8.999,0.7749206845,11.6122189,1,1,689,8,18,10,0,1,0,1,1,0,0,1,Chelsea,Downtown,Manhattan,
2132,9897,7950,6.018,1,6.018168055,1,2,1321,3,4,116,0,0,0,0,0,1,0,0,Chelsea,Downtown,Manhattan,
2162,5921,11900,5.836,1,5.836194213,2,3,2039,4,5,111,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2245,8447,3410,4.012,0.7749206845,5.177000416,1,1,850,3,6,66,0,1,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
2263,8725,4262,5.767,0.7749206845,7.442378504,1,1,739,1,11,29,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2275,7121,2900,7.250,0.7819792921,9.271345256,0.5,1,400,2,2,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2293,2860,10000,5.811,1,5.810575247,2,3,1721,1,3,90,0,0,1,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2307,3249,5000,7.530,0.7749206845,9.717278984,1,1,664,1,4,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2314,10547,4245,6.622,0.7749206845,8.545990617,1,1,641,4,19,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2329,5535,4564,7.519,0.7749206845,9.70285835,1,1,607,3,2,16,1,0,1,1,1,1,0,1,Chelsea,Downtown,Manhattan,
2341,301,11000,8.560,0.9466046632,9.04317464,2,2,1285,2,31,10,1,0,0,1,0,0,0,0,Chelsea,Downtown,Manhattan,
2413,1984,5295,7.564,0.7749206845,9.761367667,1,1,700,2,6,4,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2443,3605,6495,6.014,0.9466046632,6.353115638,2,2,1080,3,28,13,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2448,321,5900,6.852,0.7819792921,8.763016062,0.5,1,861,2,10,106,0,1,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2455,2367,5000,7.874,0.7749206845,10.16106023,1,1,635,8,11,10,1,0,0,0,0,0,1,0,Chelsea,Downtown,Manhattan,
2457,10615,4000,4.479,1,4.479283315,1,2,893,1,1,77,0,0,1,0,0,1,0,0,Chelsea,Downtown,Manhattan,
2464,3327,4040,6.413,0.7749206845,8.27529648,1,1,630,4,5,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2502,4074,4232,7.612,0.7749206845,9.822309487,1,1,556,3,5,16,1,1,1,1,1,0,0,1,Chelsea,Downtown,Manhattan,
2522,748,3610,6.876,0.7819792921,8.793315304,0.5,1,525,4,28,16,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2524,4269,5510,6.567,0.7749206845,8.474857111,1,1,839,1,5,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2543,9092,3195,3.994,0.8618439948,4.633959306,2,1,800,5,11,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2581,7978,2550,6.375,0.7819792921,8.152389794,0.5,1,400,5,3,82,1,0,1,0,0,1,0,0,Chelsea,Downtown,Manhattan,
2645,5929,7995,5.222,0.9466046632,5.51663992,2,2,1531,2,4,106,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2648,756,6900,6.290,1,6.289881495,1,2,1097,2,2,96,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2667,4133,10000,3.448,0.9660789048,3.569352198,3,2,2900,2,6,92,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2679,3646,8000,8.230,0.9466046632,8.694709624,2,2,972,3,4,8,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2705,5545,4302,8.435,0.7749206845,10.88536451,1,1,510,3,14,16,1,0,1,0,1,0,0,0,Chelsea,Downtown,Manhattan,
2727,10185,6200,6.472,0.7749206845,8.351585412,1,1,958,3,5,116,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2754,1949,2495,5.544,0.7819792921,7.090270165,0.5,1,450,2,5,116,0,0,0,0,0,1,0,0,Chelsea,Downtown,Manhattan,
2781,8138,5400,7.563,0.7749206845,9.759741044,1,1,714,1,6,1,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2808,304,4995,5.876,0.7749206845,7.583318791,1,1,850,1,4,77,0,1,0,1,1,1,0,0,Chelsea,Downtown,Manhattan,
2809,3003,6995,5.181,0.9466046632,5.473754443,2,2,1350,6,4,104,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2824,4697,12000,5.217,0.9466046632,5.51168984,2,2,2300,2,6,109,0,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2831,10754,12500,6.269,0.9466046632,6.622412357,2,2,1994,1,1,14,0,0,0,1,0,0,0,0,Chelsea,Downtown,Manhattan,
2853,3196,6115,5.937,0.9466046632,6.271776841,2,2,1030,7,3,5,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
2854,1201,6045,8.092,0.7749206845,10.44283581,1,1,747,3,35,6,1,0,0,0,0,0,0,0,Chelsea,Downtown,Manhattan,
